url,chunk
https://apnews.com/article/deadly-heat-humidity-mexico-climate-change-2e8db903deabd015f608e45204a19bf0,"Not even in the future, right now,” Cavazos said. She mentioned three Mexican heat waves this year that hit in the middle of the country and kept the deadly heat going overnight so people had little relief. Usually cool nights allow a body to recover. Younger people often have a sense of invulnerability to weather extremes and do things that increase their risk, such as play sports in high heat, Cavazos said. “High humidity makes it a lot harder for the body to cool itself through sweating – which is how our body primarily stays cool,” said Dr. Renee Salas, an emergency medicine physician and climate change expert at Massachusetts General Hospital and Harvard Medical School."
https://apnews.com/article/deadly-heat-humidity-mexico-climate-change-2e8db903deabd015f608e45204a19bf0,"Younger people often have a sense of invulnerability to weather extremes and do things that increase their risk, such as play sports in high heat, Cavazos said. “High humidity makes it a lot harder for the body to cool itself through sweating – which is how our body primarily stays cool,” said Dr. Renee Salas, an emergency medicine physician and climate change expert at Massachusetts General Hospital and Harvard Medical School. She was not part of the study team. “So someone young and healthy working outside in heat and high humidity can reach a point where the body can no longer cool itself safely – causing a deadly form of heat injury called heat stroke.”"
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Extreme heat is an urgent and growing threat to human health, exacerbated by the escalating effects of climate change. Rising global temperatures have led to an increase in the frequency and intensity of extreme heat and heatwaves, which pose significant risks to individuals and communities. Prolonged exposure to extreme heat can lead to a range of health issues, including heatstroke, dehydration, respiratory problems, and exacerbation of existing conditions. Vulnerable populations, such as the elderly, children, and those with preexisting health concerns, are particularly at risk. In 2023 alone, infants and adults over 65 experienced over 13 billion days exposed to heatwaves, an increase of over 20% compared to 2022."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Vulnerable populations, such as the elderly, children, and those with preexisting health concerns, are particularly at risk. In 2023 alone, infants and adults over 65 experienced over 13 billion days exposed to heatwaves, an increase of over 20% compared to 2022. On average, each infant faced over 8 extra days of intense heat, while older adults experienced an additional 9 days compared to levels from 1986–2005. Source 2024 Report of the Lancet Countdown Heat-related health impacts are also reflected in mortality rates. Between 1990–99 and 2014–23, heat-related deaths among adults over 65 have more than doubled, underscoring the growing toll of extreme heat on vulnerable populations."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Source 2024 Report of the Lancet Countdown Heat-related health impacts are also reflected in mortality rates. Between 1990–99 and 2014–23, heat-related deaths among adults over 65 have more than doubled, underscoring the growing toll of extreme heat on vulnerable populations. Source 2024 Report of the Lancet Countdown The impacts extend beyond health to daily life. In 2023, heat stress reached record highs, resulting in lost sleep, restricted physical activity, and a staggering $835 billion in lost labor productivity worldwide."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"The impacts extend beyond health to daily life. In 2023, heat stress reached record highs, resulting in lost sleep, restricted physical activity, and a staggering $835 billion in lost labor productivity worldwide. Source 2024 Report of the Lancet Countdown Developing countries face the heaviest burden, amplifying global inequalities as they struggle with both health and economic losses tied to climate change. Source 2024 Report of the Lancet Countdown The good news is that every heat death is preventable."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Source 2024 Report of the Lancet Countdown The good news is that every heat death is preventable. Saving lives demands immediate action in the form of early warning systems, multi-sectoral public policy, public health initiatives, infrastructure improvements, and mitigation of climate change to safeguard human lives. Sensitivity Some populations are more vulnerable than others to physiological stress, exacerbated illness, and an increased risk of death from exposure to hot weather. Especially vulnerable populations include those over 65 years of age – particularly those with chronic medical conditions, infants and children, pregnant women, outdoor workers, athletes and attendees of outdoor events (e.g. music festivals), and the poor."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Sensitivity Some populations are more vulnerable than others to physiological stress, exacerbated illness, and an increased risk of death from exposure to hot weather. Especially vulnerable populations include those over 65 years of age – particularly those with chronic medical conditions, infants and children, pregnant women, outdoor workers, athletes and attendees of outdoor events (e.g. music festivals), and the poor. Gender can also play an important role in determining heat exposure. Why are some people more vulnerable than others? How Does Heat Affect Health?"
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Why are some people more vulnerable than others? How Does Heat Affect Health? Rapid rise in heat gain due to exposure to hotter-than-average conditions compromises the body’s ability to regulate temperature, and can result in a cascade of illnesses including heat cramps, heat exhaustion, heatstroke, and hyperthermia. Even small changes from seasonal average temperatures are associated with increased illness and death. Deaths and hospitalizations from heat can be rapid or delayed, and can result in accelerated death or exacerbated illness in the already frail – especially during the first days of a heatwave."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Even small changes from seasonal average temperatures are associated with increased illness and death. Deaths and hospitalizations from heat can be rapid or delayed, and can result in accelerated death or exacerbated illness in the already frail – especially during the first days of a heatwave. Temperature extremes can also worsen chronic conditions, including cardiovascular, respiratory, and cerebrovascular disease and diabetes-related conditions. Heat also has important indirect health effects. Heat conditions can alter human behaviour, the transmission of diseases, health service delivery, air quality, and critical social infrastructure such as energy, transport, and water."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Heat also has important indirect health effects. Heat conditions can alter human behaviour, the transmission of diseases, health service delivery, air quality, and critical social infrastructure such as energy, transport, and water. Heat influences brain functioning and behaviour, and people with mental health issues and/or prescribed medications which limit the body’s natural cooling functions are especially vulnerable. The scale and nature of the health impacts of heat depend on the timing, intensity and duration of a temperature event, the level of acclimatization, and the adaptability of the local population, infrastructure and institutions to the prevailing climate. The precise threshold at which temperature represents a hazardous condition varies by region, other factors such as humidity and wind, local levels of human acclimatization and preparedness for heat conditions."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"The scale and nature of the health impacts of heat depend on the timing, intensity and duration of a temperature event, the level of acclimatization, and the adaptability of the local population, infrastructure and institutions to the prevailing climate. The precise threshold at which temperature represents a hazardous condition varies by region, other factors such as humidity and wind, local levels of human acclimatization and preparedness for heat conditions. How Does Heat Affect Health Systems? Hot weather, alone or in combination with other natural disasters, has the potential to cause wide-scale health emergencies, exacerbate risks of mass gatherings (such as music concerts, religious or sporting events), and disrupt emergency health services. Periods of high temperatures have the potential to increase the patient burden on emergency health services, increase demand on ambulatory services, and increase emergency admission and hospitalization."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Hot weather, alone or in combination with other natural disasters, has the potential to cause wide-scale health emergencies, exacerbate risks of mass gatherings (such as music concerts, religious or sporting events), and disrupt emergency health services. Periods of high temperatures have the potential to increase the patient burden on emergency health services, increase demand on ambulatory services, and increase emergency admission and hospitalization. Increasing temperatures also mean increased costs for health facilities to provide sufficient cooling and to retrofit health facilities to improve ventilation, cooling, insulation, energy and water resources to function efficiently. Hot weather also increases heat stress for health workers. To prevent heat strain in health workers, sufficient rest and cooling times, safety while wearing personal protective equipment, and other measures are needed."
https://heathealth.info/heat-and-health/?utm_source=chatgpt.com,"Hot weather also increases heat stress for health workers. To prevent heat strain in health workers, sufficient rest and cooling times, safety while wearing personal protective equipment, and other measures are needed. Tool tip Learn more on how to protect health facility staff from heat strain and heat-related illness, and how health workers and other responders can manage heat stress while wearing personal protective equipment (PPE)."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Key facts - Heat is an important environmental and occupational health hazard. Heat stress is the leading cause of weather-related deaths and can exacerbate underlying illnesses including cardiovascular disease, diabetes, mental health, asthma, and can increase the risk of accidents and transmission of some infectious diseases. Heatstroke is a medical emergency with a high-case fatality rate. - The number of people exposed to extreme heat is growing exponentially due to climate change in all world regions. Heat-related mortality for people over 65 years of age increased by approximately 85% between 2000–2004 and 2017–2021 (1)."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"- The number of people exposed to extreme heat is growing exponentially due to climate change in all world regions. Heat-related mortality for people over 65 years of age increased by approximately 85% between 2000–2004 and 2017–2021 (1). - Between 2000–2019 studies show approximately 489 000 heat-related deaths occur each year, with 45% of these in Asia and 36% in Europe (2). In Europe alone in the summer of 2022, an estimated 61 672 heat-related excess deaths occurred (3). High intensity heatwave events can bring high acute mortality; in 2003, 70 000 people in Europe died as a result of the June–August event."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"In Europe alone in the summer of 2022, an estimated 61 672 heat-related excess deaths occurred (3). High intensity heatwave events can bring high acute mortality; in 2003, 70 000 people in Europe died as a result of the June–August event. In 2010, 56 000 excess deaths occurred during a 44–day heatwave in the Russian Federation. - Vulnerability to heat is shaped by both physiological factors, such as age and health status, and exposure factors such as occupation and socio-economic conditions. -"
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"- Vulnerability to heat is shaped by both physiological factors, such as age and health status, and exposure factors such as occupation and socio-economic conditions. - The negative health impacts of heat are predictable and largely preventable with specific public health and multi-sectoral policies and interventions. WHO has issued guidance for public health institutions to identify and manage extreme heat risks. Action on climate change combined with comprehensive preparedness and risk management can save lives now and in the future."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"WHO has issued guidance for public health institutions to identify and manage extreme heat risks. Action on climate change combined with comprehensive preparedness and risk management can save lives now and in the future. Overview A heatwave is a period where local excess heat accumulates over a sequence of unusually hot days and nights. Heatwaves and prolonged excess heat conditions are increasing in frequency, duration, intensity and magnitude due to climate change."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"A heatwave is a period where local excess heat accumulates over a sequence of unusually hot days and nights. Heatwaves and prolonged excess heat conditions are increasing in frequency, duration, intensity and magnitude due to climate change. Even low and moderate intensity heat waves can impact the health and well-being of vulnerable populations. The frequency and intensity of extreme heat and heat waves will continue to rise in the 21st century because of climate change. Extended periods of high day and nighttime temperature conditions create cumulative stress on the human body, increasing the risk of illness and death from heat exposure."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"The frequency and intensity of extreme heat and heat waves will continue to rise in the 21st century because of climate change. Extended periods of high day and nighttime temperature conditions create cumulative stress on the human body, increasing the risk of illness and death from heat exposure. Heatwaves can acutely impact large populations for short periods of time, often trigger public health emergencies, and result in excess mortality and cascading socioeconomic impacts (for example, lost work capacity and labour productivity). They can also cause loss of health service delivery capacity, when power shortages accompany heatwaves and disrupt health facilities, transport and water infrastructure. Population ageing and the growing prevalence of non-communicable diseases (respiratory and cardiovascular diseases, diabetes, dementia, renal disease and musculoskeletal disease) means that populations are becoming more susceptible to negative heat impacts."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"They can also cause loss of health service delivery capacity, when power shortages accompany heatwaves and disrupt health facilities, transport and water infrastructure. Population ageing and the growing prevalence of non-communicable diseases (respiratory and cardiovascular diseases, diabetes, dementia, renal disease and musculoskeletal disease) means that populations are becoming more susceptible to negative heat impacts. Cities are not being designed to minimize the accumulation and generation of urban heat, with a loss of greenspace and inappropriate housing materials (for example, metal roofs) that amplify human exposure to excess heat. Awareness among health workers and the public remains insufficient of the health risks posed by heat. Health professionals should adjust their guidance, planning and interventions to account for increasing heat exposures, as well as to manage acute increases in admissions associated with heatwaves."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Awareness among health workers and the public remains insufficient of the health risks posed by heat. Health professionals should adjust their guidance, planning and interventions to account for increasing heat exposures, as well as to manage acute increases in admissions associated with heatwaves. Practical, feasible and often low-cost interventions at the individual, community, organizational, governmental and societal levels can save lives. Who is affected? Many populations in tropical and subtropical climates are chronically exposed to high temperatures."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Who is affected? Many populations in tropical and subtropical climates are chronically exposed to high temperatures. In mid to high latitudes, population exposure excess heat is seasonal. Individual vulnerability to heat for physiological or clinical factors in adults is well described (4). Heat can affect health through a variety of direct and indirect mechanisms."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Individual vulnerability to heat for physiological or clinical factors in adults is well described (4). Heat can affect health through a variety of direct and indirect mechanisms. There is limited research on the impact of chronic (sustained) exposure to high temperatures and humidity. Outdoor and manual workers, athletes and civil protection employees are exposed to excess heat because of their work and susceptible to exertional heat stress. Urban and rural poor are often disproportionately exposed to overheating due to low quality housing and lack of access to cooling."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Outdoor and manual workers, athletes and civil protection employees are exposed to excess heat because of their work and susceptible to exertional heat stress. Urban and rural poor are often disproportionately exposed to overheating due to low quality housing and lack of access to cooling. Due to building materials, informal settlements are often hotter than other urban areas in some cities. Gender can play an important role in determining heat exposure, for example where women are primarily responsible for cooking indoors during hot weather. Infographic: Main heat vulnerability factors How does heat impact health?"
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Gender can play an important role in determining heat exposure, for example where women are primarily responsible for cooking indoors during hot weather. Infographic: Main heat vulnerability factors How does heat impact health? The amount of heat stored in the human body is determined by a combination of (a) an inability to eliminate internally generated heat from metabolic processes due to environmental heat stress (for example, high temperature, high humidity, low wind, high thermal radiation), (b) clothing creating a barrier to heat loss, (c) external heat gain from the environment. The body’s inability to regulate internal temperature and eliminate heat gain in such conditions increases the risk of heat exhaustion and heatstroke. The strain put on the body as it tries to cool itself also stresses the heart and kidneys."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"The body’s inability to regulate internal temperature and eliminate heat gain in such conditions increases the risk of heat exhaustion and heatstroke. The strain put on the body as it tries to cool itself also stresses the heart and kidneys. As a result, heat extremes can worsen health risks from chronic conditions (cardiovascular, mental, respiratory and diabetes related conditions) and cause acute kidney injury. Deaths and hospitalizations triggered by extreme hot weather occur rapidly (same day and following days), which means interventions also need to be rapid when a heat alert is issued. Heat can also disrupt and compromise essential health services, such as the loss of power supply and transport."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Deaths and hospitalizations triggered by extreme hot weather occur rapidly (same day and following days), which means interventions also need to be rapid when a heat alert is issued. Heat can also disrupt and compromise essential health services, such as the loss of power supply and transport. Heat will reduce working productivity and increases the risk of accidents. It is difficult to complete work or learning in very hot weather and heatwaves may lead schools and other institutions to close. Heatwaves can also be associated with hazardous air pollution events."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"It is difficult to complete work or learning in very hot weather and heatwaves may lead schools and other institutions to close. Heatwaves can also be associated with hazardous air pollution events. The scale and nature of the health impacts of heat depend on the timing, intensity and duration of a heat event, and the level of acclimatization and adaptability of the local population, infrastructure and institutions to the prevailing climate. Infographic: Scale and nature of the health impacts of heat What actions should the public take? Stay out of the heat - Avoid going outside and doing strenuous activity during the hottest time of day."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,Infographic: Scale and nature of the health impacts of heat What actions should the public take? Stay out of the heat - Avoid going outside and doing strenuous activity during the hottest time of day. - Stay in the shade. Remember that perceived temperatures in the sun can be 10–15 ˚C higher. - Spend 2–3 hours during the day in a cool place.
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,Remember that perceived temperatures in the sun can be 10–15 ˚C higher. - Spend 2–3 hours during the day in a cool place. - Be aware of the risk of drowning. Never swim alone. - Stay informed about official heat warnings.
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Never swim alone. - Stay informed about official heat warnings. Keep your home cool - Use the night air to cool down your home by opening windows after dark when the outdoor temperature is lower than the indoor temperature. - During the day when outdoor temperatures are higher than indoors, close windows and cover them with blinds or shutters to block direct sunlight. Turn off as many electrical devices as possible."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"- During the day when outdoor temperatures are higher than indoors, close windows and cover them with blinds or shutters to block direct sunlight. Turn off as many electrical devices as possible. - Use electric fans only when temperatures are below 40 ˚C / 104 ˚F. In temperatures above 40 ˚C / 104 ˚F, fans will heat the body. - If using air conditioning, set the thermostat to 27 ˚C / 81 ˚F and turn on an electric fan – this will make the room feel 4 ˚C cooler. It can also save up to 70% on your electricity bill for cooling."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"- If using air conditioning, set the thermostat to 27 ˚C / 81 ˚F and turn on an electric fan – this will make the room feel 4 ˚C cooler. It can also save up to 70% on your electricity bill for cooling. - Remember that it may be cooler outdoors in the shade. Keep your body cool and hydrated - Use light and loose-fitting clothing and bed linens. - Take cool showers or baths."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Keep your body cool and hydrated - Use light and loose-fitting clothing and bed linens. - Take cool showers or baths. - Wet your skin using a damp cloth, spray, or wet light clothing. - Drink water regularly (1 cup of water per hour and at least 2–3 litres per day). - Regularly check in with vulnerable people in your circle – especially people over 65 years old and those with heart, lung or kidney conditions, a disability, and living alone."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"- Drink water regularly (1 cup of water per hour and at least 2–3 litres per day). - Regularly check in with vulnerable people in your circle – especially people over 65 years old and those with heart, lung or kidney conditions, a disability, and living alone. Protect infants and children - Never leave children or animals in parked vehicles for any amount of time, as temperatures can quickly become dangerously high. - Avoid direct exposure to the sun during peak hours, seeking shade or staying indoors instead. Shade can reduce how hot you feel by more than 10 °C. - Never cover an infant stroller / pram with dry fabric – this makes it hotter inside the carriage."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"- Avoid direct exposure to the sun during peak hours, seeking shade or staying indoors instead. Shade can reduce how hot you feel by more than 10 °C. - Never cover an infant stroller / pram with dry fabric – this makes it hotter inside the carriage. Instead, use a wet, thin cloth and re-wet as necessary to lower the temperature. Combine with a portable fan for even greater cooling. - Dress children in lightweight, loose-fitting clothing that covers their skin, and use wide-brimmed hats, sunglasses and sunscreen to protect them from the sun’s rays."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"Combine with a portable fan for even greater cooling. - Dress children in lightweight, loose-fitting clothing that covers their skin, and use wide-brimmed hats, sunglasses and sunscreen to protect them from the sun’s rays. - Follow the guidance on keeping your home cool to maintain a safe indoor temperature. WHO response Mitigating climate change by reducing greenhouse gas emissions is imperative and urgent to limit the magnitude of human costs from extreme heat. WHO is addressing climate change through the Alliance for Transformational Change in Climate and Health (ATACH), as well as country support of technical and policy resources to help the health sector and communities adapt to the risks of climate change."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"WHO response Mitigating climate change by reducing greenhouse gas emissions is imperative and urgent to limit the magnitude of human costs from extreme heat. WHO is addressing climate change through the Alliance for Transformational Change in Climate and Health (ATACH), as well as country support of technical and policy resources to help the health sector and communities adapt to the risks of climate change. WHO works with the health sector to strengthen governance, preparedness and response to acute impacts of heatwaves by developing heat action plans, heat early warning systems and advisories, and emergency response plans that map the risks, vulnerable populations, available capacities and resources. These plans protect high risk populations such as those in health facilities, nursing homes and schools which do not have access to cooling. WHO co-sponsors the Global Heat Health Information Network to accelerate sharing and learning about the risks and solutions to address extreme heat."
https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health?utm_source=chatgpt.com,"These plans protect high risk populations such as those in health facilities, nursing homes and schools which do not have access to cooling. WHO co-sponsors the Global Heat Health Information Network to accelerate sharing and learning about the risks and solutions to address extreme heat. WHO partners closely with the World Meteorological Organization on the development of Heat Health Warning Systems."
https://pmc.ncbi.nlm.nih.gov/articles/PMC10231239/?utm_source=chatgpt.com,"As atmospheric greenhouse gas concentrations continue to rise, temperature and humidity will increase further, causing potentially dire increases in human heat stress. On physiological and biophysical grounds, exposure to higher levels of humidity should worsen heat stress by decreasing sweat evaporation. However, population-scale epidemiological studies of heat exposure and response often do not detect associations between high levels of humidity and heat-related mortality or morbidity. These divergent, disciplinary views regarding the role of humidity in heat-related health risks limit confidence in selecting which interventions are effective in reducing health impacts and in projecting future heat-related health risks Via our multidisciplinary perspective we seek to a) reconcile the competing realities concerning the role of humidity in heat-related health impacts and b) help ensure robust projections of heat-related health risks with climate change. These objectives are critical pathways to identify and communicate effective approaches to cope with present and future heat challenges."
https://pmc.ncbi.nlm.nih.gov/articles/PMC10231239/?utm_source=chatgpt.com,"These divergent, disciplinary views regarding the role of humidity in heat-related health risks limit confidence in selecting which interventions are effective in reducing health impacts and in projecting future heat-related health risks Via our multidisciplinary perspective we seek to a) reconcile the competing realities concerning the role of humidity in heat-related health impacts and b) help ensure robust projections of heat-related health risks with climate change. These objectives are critical pathways to identify and communicate effective approaches to cope with present and future heat challenges. Discussion: We hypothesize six key reasons epidemiological studies have found little impact of humidity on heat–health outcomes: a) At high temperatures, there may be limited influence of humidity on the health conditions that cause most heat-related deaths (i.e., cardiovascular collapse); b) epidemiological data sets have limited spatial extent, a bias toward extratropical (i.e., cooler and less humid), high-income nations, and tend to exist in places where temporal variations in temperature and humidity are positively correlated; c) analyses focus on older, vulnerable populations with sweating, and thus evaporative, impairments that may be further aggravated by dehydration; d) extremely high levels of temperature and humidity (seldom seen in the historical record) are necessary for humidity to substantially impact heat strain of sedentary individuals; e) relationships between temperature and humidity are improperly considered when interpreting epidemiological model results; and f) sub-daily meteorological phenomena, such as rain, occur at high temperatures and humidity, and may bias epidemiological studies based on daily data. Future research must robustly test these hypotheses to advance methods for more accurate incorporation of humidity in estimating heat-related health outcomes under present and projected future climates. Heat extremes have dire consequences for human health, increasing mortality, morbidity, and occupational health hazards."
