url,chunk
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"The wide variation between studies hinders a proper understanding of cold impact. More importantly, the influential factors that cause variations are worth investigating. Previous meta-analyses mainly focused on cold impact on all-cause mortality, in which cardiovascular disease was discussed only as a subgroup. Hence, there is currently no study that systematically analyzes cold impact on different kinds of cardiovascular disease, let alone discusses the influential factors of cold impact such as climate zones. A review that focuses on cold impact on cardiovascular disease is crucial to provide more specific and detailed information on matters such as cold impact on different kinds of cardiovascular diseases, the vulnerabilities of the population, and influential factors."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Hence, there is currently no study that systematically analyzes cold impact on different kinds of cardiovascular disease, let alone discusses the influential factors of cold impact such as climate zones. A review that focuses on cold impact on cardiovascular disease is crucial to provide more specific and detailed information on matters such as cold impact on different kinds of cardiovascular diseases, the vulnerabilities of the population, and influential factors. Therefore, we conducted a wide-ranging search and analysis of the available epidemiological evidence concerning the effects of cold exposure (low temperatures and cold spells) on cardiovascular disease outcomes. We carried out an elaborate stratification on the included literature, examining cold impact on different kinds of diseases and exploring the susceptibility of the population to cardiovascular disease outcomes resulting from cold exposure. 2. Methods We followed the preferred reporting items for systematic reviews and meta-analysis (PRISMA) guidelines to plan and conduct this review (17) (Supplementary Table S1), and the study protocol was registered with PROSPERO (CRD42022347247)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"We carried out an elaborate stratification on the included literature, examining cold impact on different kinds of diseases and exploring the susceptibility of the population to cardiovascular disease outcomes resulting from cold exposure. 2. Methods We followed the preferred reporting items for systematic reviews and meta-analysis (PRISMA) guidelines to plan and conduct this review (17) (Supplementary Table S1), and the study protocol was registered with PROSPERO (CRD42022347247). 2.1. Literature search and selection criteria We searched the databases of PubMed, Scopus, and Cochrane. Keywords such as “temperature”, “weather”, “climate change”, or “cold” were used for exposures."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Literature search and selection criteria We searched the databases of PubMed, Scopus, and Cochrane. Keywords such as “temperature”, “weather”, “climate change”, or “cold” were used for exposures. As for health outcomes, we used “cardiovascular disease”, “heart disease”, “vascular disease”, “cerebrovascular disease”, “hypertensive disease”, “myocardial infarction”, “stroke”, “heart failure”, “arrhythmia”, “cardiac arrest”, “rheumatic heart disease”, “thrombotic disease”, “pulmonary heart disease”, and “aortic aneurysm and dissection”. Peer-reviewed studies published in English before February 6, 2023, were identified. Reference lists of all selected articles were independently screened to identify additional studies left out in the initial search."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Peer-reviewed studies published in English before February 6, 2023, were identified. Reference lists of all selected articles were independently screened to identify additional studies left out in the initial search. These processes were developed by two investigators (JF and YC), and any differences in investigators’ decisions were discussed. The complete search strategy used for each database is outlined in Supplementary Table S2. 2.2."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"The complete search strategy used for each database is outlined in Supplementary Table S2. 2.2. Eligibility criteria In the literature search, we included studies that met the following selection criteria: (1) original, peer-reviewed articles with an independent study population; (2) articles that included information on the relationship between cold exposure and cardiovascular-related mortality (death) and morbidity (hospitalization, emergency room visit, ambulance call-out, and out-of-hospital cardiac arrest); and (3) articles categorized as a time-series study or case-crossover study. For this review and meta-analysis, articles were excluded if they reported percentiles for exposure assessment or seasonal effects rather than specific temperatures. Figure 1 presents a flow diagram of the study selection process."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"For this review and meta-analysis, articles were excluded if they reported percentiles for exposure assessment or seasonal effects rather than specific temperatures. Figure 1 presents a flow diagram of the study selection process. 2.3. Data extraction An Excel data extraction form was created to record study information on the study period, study population, exposure, outcome, and results on the effects of cold (Table 1). The summary estimates were obtained from the published tables and figures through textual descriptions and Supplementary Material."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Data extraction An Excel data extraction form was created to record study information on the study period, study population, exposure, outcome, and results on the effects of cold (Table 1). The summary estimates were obtained from the published tables and figures through textual descriptions and Supplementary Material. When information from the figures was imprecise or detailed data seemed available but not provided in the article, we contacted the authors to request further data. When both crude and adjusted estimates were reported, we used the adjusted estimates (18). If multiple studies were using the same data and were conducted by the same research group, we considered the results for the most recent publication."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"When both crude and adjusted estimates were reported, we used the adjusted estimates (18). If multiple studies were using the same data and were conducted by the same research group, we considered the results for the most recent publication. If different research groups conducted the studies, we included all of them in the pooled analysis. 2.4. Study quality assessment We further appraised the evidence included in the meta analysis by applying the risk of bias (RoB) assessment in each study and assessment of quality and strength of the body of included studies."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"2.4. Study quality assessment We further appraised the evidence included in the meta analysis by applying the risk of bias (RoB) assessment in each study and assessment of quality and strength of the body of included studies. A detailed description of the criteria for the assessments is provided in Supplementary Tables S3–S5. 2.5. Statistical analysis A random-effects meta-analysis was used to compute the relative risk (RR) estimates associated with cold exposure. We converted all RRs to RRs associated with a 1°C decrease below the reference temperature points, assuming a log-linear relationship between mortality/morbidity and temperature below the reference temperature points (6, 19)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Statistical analysis A random-effects meta-analysis was used to compute the relative risk (RR) estimates associated with cold exposure. We converted all RRs to RRs associated with a 1°C decrease below the reference temperature points, assuming a log-linear relationship between mortality/morbidity and temperature below the reference temperature points (6, 19). If studies reported multiple lag RRs, we selected the lag associated with the maximum risk to conduct the meta-analysis. Subgroup analysis was carried out to analyze the vulnerabilities stratified by age, sex, national income level, and climate zones (classified by the Köppen–Geiger climate zones) (20). Subgroup interaction was employed to detect the significance of differences among subgroups."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Subgroup analysis was carried out to analyze the vulnerabilities stratified by age, sex, national income level, and climate zones (classified by the Köppen–Geiger climate zones) (20). Subgroup interaction was employed to detect the significance of differences among subgroups. I2 statistics and Cochrane Q were used to examine heterogeneity among effect estimates. The heterogeneity of pooled estimates with p < 0.10 (Cochrane Q test) was deemed significant (21). I2 statistics of 0%–25%, 25%–50%, and >50% indicated low, moderate, and high heterogeneity, respectively (21)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"The heterogeneity of pooled estimates with p < 0.10 (Cochrane Q test) was deemed significant (21). I2 statistics of 0%–25%, 25%–50%, and >50% indicated low, moderate, and high heterogeneity, respectively (21). Funnel plots and Egger's test were used to evaluate potential publication bias, and the Trim and Fill method was used to examine the sensitivity of the results to publication bias. Sensitivity analyses were carried out, separating studies by temperature metrics, study design (time-series or case-crossover), seasonality, lag effects, and air pollution adjustment for low-temperature exposure, and intensity (classified by cold spell duration) for cold spells. We further examined the influence of individual estimates on the pooled RRs using a leave-one-out analysis."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Sensitivity analyses were carried out, separating studies by temperature metrics, study design (time-series or case-crossover), seasonality, lag effects, and air pollution adjustment for low-temperature exposure, and intensity (classified by cold spell duration) for cold spells. We further examined the influence of individual estimates on the pooled RRs using a leave-one-out analysis. Meta-regressions were used further to explore the heterogeneity of effects and determinants of heterogeneity. Statistical analyses were done using Stata (version 16.0). 3. Results 3.1."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Statistical analyses were done using Stata (version 16.0). 3. Results 3.1. Search and study selection results The initial database searches produced a total of 21,724 articles, of which 1,672 duplicate records were excluded. After screening titles and abstracts, 19,773 articles were eliminated for being irrelevant. We included 166 articles for full-text review and excluded 7: 1 because of an overlapping database (22) and 6 for providing non-standardizable estimates (23–28)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"After screening titles and abstracts, 19,773 articles were eliminated for being irrelevant. We included 166 articles for full-text review and excluded 7: 1 because of an overlapping database (22) and 6 for providing non-standardizable estimates (23–28). Ultimately, we identified 159 studies on the basis of the inclusion criteria for the final review (Figure 1). 3.2. Study characteristic The characteristics of the included studies presented in Table 1."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"3.2. Study characteristic The characteristics of the included studies presented in Table 1. Of these, 135 studies reported low-temperature effects, 21 assessed cold spell effects, and 2 examined the effects of both low temperature and cold spells. A total of 80 studies reported cardiovascular mortality, 64 studies assessed morbidity, and 4 reported both health outcomes. According to the Köppen–Geiger climate zones classification (20), 7 studies were carried out in the tropical zone, 7 in the dry zone, 5 in the Mediterranean zone, 16 in the oceanic climate zone, 63 in the subtropical zone, 29 in the continental area, and 7 in the subarctic zone (Figure 2)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"A total of 80 studies reported cardiovascular mortality, 64 studies assessed morbidity, and 4 reported both health outcomes. According to the Köppen–Geiger climate zones classification (20), 7 studies were carried out in the tropical zone, 7 in the dry zone, 5 in the Mediterranean zone, 16 in the oceanic climate zone, 63 in the subtropical zone, 29 in the continental area, and 7 in the subarctic zone (Figure 2). 3.3. Meta-analysis of low-temperature effects An analysis of pooled estimates showed that for every 1°C decrease in temperature, cardiovascular disease–related mortality increased by 1.6% [RR 1.016; 95% confidence interval (CI) 1.015–1.018] (Figure 3 and Supplementary Figure S1), and cardiovascular morbidity increased by 1.2% (RR 1.012; 95% CI 1.010–1.014) (Figure 4 and Supplementary Figure S2). Cause-specific analyses showed positive associations between low temperatures and the mortality of coronary heart disease (CHD) (RR 1.015; 95% CI 1.011–1.019), heart failure (HF) (RR, 1.008; 95% CI 1.003–1.013), and stroke (RR 1.012; 95% CI 1.008–1.016), while cold temperatures showed no significant association with hypertensive diseases and cardiac arrest mortality."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Meta-analysis of low-temperature effects An analysis of pooled estimates showed that for every 1°C decrease in temperature, cardiovascular disease–related mortality increased by 1.6% [RR 1.016; 95% confidence interval (CI) 1.015–1.018] (Figure 3 and Supplementary Figure S1), and cardiovascular morbidity increased by 1.2% (RR 1.012; 95% CI 1.010–1.014) (Figure 4 and Supplementary Figure S2). Cause-specific analyses showed positive associations between low temperatures and the mortality of coronary heart disease (CHD) (RR 1.015; 95% CI 1.011–1.019), heart failure (HF) (RR, 1.008; 95% CI 1.003–1.013), and stroke (RR 1.012; 95% CI 1.008–1.016), while cold temperatures showed no significant association with hypertensive diseases and cardiac arrest mortality. For morbidity, low temperatures increased the morbidity of all kinds of cardiovascular diseases, apart from hypertensive diseases. Moreover, higher morbidity risks were attributable to HF (RR 1.030; [95% CI 1.013–1.048]), aortic aneurysm and dissection (AAD) (RR 1.026; 95% CI 1.021–1.031), and out-of-hospital cardiac arrest (RR 1.024; 95% CI 1.012–1.035). We further analyzed the cold effects in a population with different characteristics to explore the population's vulnerability."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Moreover, higher morbidity risks were attributable to HF (RR 1.030; [95% CI 1.013–1.048]), aortic aneurysm and dissection (AAD) (RR 1.026; 95% CI 1.021–1.031), and out-of-hospital cardiac arrest (RR 1.024; 95% CI 1.012–1.035). We further analyzed the cold effects in a population with different characteristics to explore the population's vulnerability. We found that people aged 65 or older were more vulnerable to cardiovascular disease–related mortality (p = 0.056). Considering the climate zones, a significant greater risk of cardiovascular disease–related mortality was observed in those who lived in tropical (p = 0.004) and subtropical (p < 0.001) climate zones than those in the subarctic climate zone. In addition, cardiovascular morbidity was significantly higher in people living in lower-middle-income countries than in those living in high-income and upper-middle-income countries (p = 0.002)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Considering the climate zones, a significant greater risk of cardiovascular disease–related mortality was observed in those who lived in tropical (p = 0.004) and subtropical (p < 0.001) climate zones than those in the subarctic climate zone. In addition, cardiovascular morbidity was significantly higher in people living in lower-middle-income countries than in those living in high-income and upper-middle-income countries (p = 0.002). 3.4. Meta-analysis of cold spell effects Cold spells had a significant impact on cardiovascular outcomes, which increased cardiovascular disease–related mortality by 32.4% (RR 1.324; 95% CI 1.234–1.421) (Figure 5 and Supplementary Figure S3) and morbidity by 13.8% (RR 1.138; 95% CI 1.015–1.276)"
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Meta-analysis of cold spell effects Cold spells had a significant impact on cardiovascular outcomes, which increased cardiovascular disease–related mortality by 32.4% (RR 1.324; 95% CI 1.234–1.421) (Figure 5 and Supplementary Figure S3) and morbidity by 13.8% (RR 1.138; 95% CI 1.015–1.276) (Figure 6 and Supplementary Figure S4). There was no significant difference among cold spells of different intensities. Moreover, in the subarctic climate zone (RR 1.452; 95% CI 1.164–1.811), the effect of the cold spell on cardiovascular mortality was significantly higher than that in the continental area (p = 0.049)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"There was no significant difference among cold spells of different intensities. Moreover, in the subarctic climate zone (RR 1.452; 95% CI 1.164–1.811), the effect of the cold spell on cardiovascular mortality was significantly higher than that in the continental area (p = 0.049). 3.5. Heterogeneity analysis We found high heterogeneity in the summary effect estimates of low temperature (heterogeneity p-values < 0.0001, and all I2 > 50%). The stratification by sex and age did not help reduce heterogeneity, while it decreased in hypertensive disease and HF mortality stratum (Figure 3)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Heterogeneity analysis We found high heterogeneity in the summary effect estimates of low temperature (heterogeneity p-values < 0.0001, and all I2 > 50%). The stratification by sex and age did not help reduce heterogeneity, while it decreased in hypertensive disease and HF mortality stratum (Figure 3). We further conducted sensitivity analyses, finding no significant differences in the pooled RRs for the associations between cold exposure and cardiovascular disease–associated health outcomes in the leave-one-out analysis (low-temperature mortality RR 1.015–1.018; low-temperature morbidity RR 1.011–1.013). Moreover, for cardiovascular disease–related mortality and morbidity, a series of sensitivity analyses done by separating studies by temperature metrics, study design, seasonality, lag effects, and air pollution adjustment showed consistency in the direction and magnitude of the associations in the reviewed studies (Table 2). We further explored the source of heterogeneity using meta-regression (Supplementary Table S6), which showed that the lower-middle-income level was positively correlated with a 1% decrease in RRs for cold effects on cardiovascular morbidity (RR 1.124; 95% CI 1.035–1.221; p = 0.007; ref = high income level)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Moreover, for cardiovascular disease–related mortality and morbidity, a series of sensitivity analyses done by separating studies by temperature metrics, study design, seasonality, lag effects, and air pollution adjustment showed consistency in the direction and magnitude of the associations in the reviewed studies (Table 2). We further explored the source of heterogeneity using meta-regression (Supplementary Table S6), which showed that the lower-middle-income level was positively correlated with a 1% decrease in RRs for cold effects on cardiovascular morbidity (RR 1.124; 95% CI 1.035–1.221; p = 0.007; ref = high income level). The heterogeneity in the summary effect estimates of cold spells was large (heterogeneity p-values < 0.0001, and all I2 > 90%). The stratification of cold spell intensity only reduced the heterogeneity of the estimated morbidity RRs. No significant difference in the pooled RRs for the associations between cold spells and cardiovascular mortality was found in the leave-one-out analysis (cold spell morbidity RR 1.279–1.372)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"The stratification of cold spell intensity only reduced the heterogeneity of the estimated morbidity RRs. No significant difference in the pooled RRs for the associations between cold spells and cardiovascular mortality was found in the leave-one-out analysis (cold spell morbidity RR 1.279–1.372). However, two (33%) studies could render the pooled effects of cold spells on cardiovascular disease morbidity insignificant when left out from the analysis. 3.6. Rob and study quality assessment We assessed the RoB of the included studies and rated the overall RoB according to the key components such as exposure, outcome, and confounding bias."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"3.6. Rob and study quality assessment We assessed the RoB of the included studies and rated the overall RoB according to the key components such as exposure, outcome, and confounding bias. The details of the RoB assessment criteria and individual studies’ assessment are given in Supplementary Table S2 and Supplementary Figure S5. In summary, of the 154 (96%) studies that were rated with low risk or probably with a low risk of bias, 8 (4%) were rated with probably high risk, and no study was rated with a high risk of overall bias (Supplementary Figure S6). The initial quality rating was moderate, as the evidence was derived from observational studies."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"In summary, of the 154 (96%) studies that were rated with low risk or probably with a low risk of bias, 8 (4%) were rated with probably high risk, and no study was rated with a high risk of overall bias (Supplementary Figure S6). The initial quality rating was moderate, as the evidence was derived from observational studies. The evidence quality of studies on the effects of cold exposures (low temperature and cold spells) on cardiovascular disease–related mortality and morbidity was downgraded because of inconsistent results. All the I² >50% and 80% prediction intervals (PIs) included unity and were more than twice the random-effects meta-analysis confidence interval. Further, we upgraded the quality rating of the studies to moderate for the evident exposure-response gradients, except for the study on the effect of the cold spell on cardiovascular morbidity for its inconsistent dose response across studies (Supplementary Table S8)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"All the I² >50% and 80% prediction intervals (PIs) included unity and were more than twice the random-effects meta-analysis confidence interval. Further, we upgraded the quality rating of the studies to moderate for the evident exposure-response gradients, except for the study on the effect of the cold spell on cardiovascular morbidity for its inconsistent dose response across studies (Supplementary Table S8). 4. Discussion The present study aimed to clarify the effects of cold exposure (low temperature and cold spell) on cardiovascular disease–related health outcomes (mortality and morbidity) and explore the population’s susceptibilities to cold-induced cardiovascular diseases."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Discussion The present study aimed to clarify the effects of cold exposure (low temperature and cold spell) on cardiovascular disease–related health outcomes (mortality and morbidity) and explore the population’s susceptibilities to cold-induced cardiovascular diseases. We systematically reviewed 159 articles in the synthesis to strengthen the evidence on the increase in cardiovascular disease risk due to cold ambient exposures and to clarify the magnitude of cold impact. We provided new knowledge that the risk of cold exposure to cardiovascular diseases varies among climate zones. The meta-analysis indicated that following every 1°C decrease, cardiovascular-associated mortality increased by 1.6% and morbidity by 1.2%."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"We provided new knowledge that the risk of cold exposure to cardiovascular diseases varies among climate zones. The meta-analysis indicated that following every 1°C decrease, cardiovascular-associated mortality increased by 1.6% and morbidity by 1.2%. A more substantial effect was observed in the morbidity of cardiac arrest and AAD, while the impact of cold exposure on hypertensive disease outcomes was not significant. Notably, cold spells significantly increased cardiovascular-related mortality and morbidity by 32.4% and 13.8%, respectively. Our results update the findings of the previous studies and clarify the impact of cold exposure on cardiovascular outcomes with regard to both its direction and magnitude (11, 13, 14)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Notably, cold spells significantly increased cardiovascular-related mortality and morbidity by 32.4% and 13.8%, respectively. Our results update the findings of the previous studies and clarify the impact of cold exposure on cardiovascular outcomes with regard to both its direction and magnitude (11, 13, 14). Knowledge generated from previous studies was consistent in terms of direction, showing the positive association between cold exposure and cardiovascular disease outcomes, while its magnitude remained disputable. To better understand the extent of cold impact on cardiovascular disease, we conducted a wide-ranging search and analysis of current evidence with available information on daily temperature, location, and International Classification of Diseases-coded cause of death. Specifically, 80 studies exploring the association between low temperatures and cardiovascular disease were included in the meta-analysis."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"To better understand the extent of cold impact on cardiovascular disease, we conducted a wide-ranging search and analysis of current evidence with available information on daily temperature, location, and International Classification of Diseases-coded cause of death. Specifically, 80 studies exploring the association between low temperatures and cardiovascular disease were included in the meta-analysis. We found that with every 1°C drop in temperature, the RR of cardiovascular disease increased by 1.6%. We further conducted a series of sensitivity analyses by carrying out an elaborate stratification on included literature, considering the confounding factors. An analysis of different stratifications of the study also showed similar results for both direction and magnitude."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"We further conducted a series of sensitivity analyses by carrying out an elaborate stratification on included literature, considering the confounding factors. An analysis of different stratifications of the study also showed similar results for both direction and magnitude. These results suggested the robustness of our conclusion, which may be more in accord with the actual situation. Furthermore, we analyzed the impact of low temperatures on cardiovascular morbidity using the same method, which showed a 1.2% increase in cardiovascular mortality with every 1°C decrease. Notably, the impact of cold spells on cardiovascular disease was considerable, which increased mortality by 32.4% and morbidity by 13.8%."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"Furthermore, we analyzed the impact of low temperatures on cardiovascular morbidity using the same method, which showed a 1.2% increase in cardiovascular mortality with every 1°C decrease. Notably, the impact of cold spells on cardiovascular disease was considerable, which increased mortality by 32.4% and morbidity by 13.8%. Our results provided the latest and unbiased evidence of the association between cold exposure and cardiovascular disease, which may help researchers better evaluate the impact of climate change. The varied magnitude of cold impact suggests the existence of some crucial factors that could influence cold impact on cardiovascular health. Exploring these influential factors and the population’s susceptibility to cold-induced cardiovascular diseases is an important finding in our review."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"The varied magnitude of cold impact suggests the existence of some crucial factors that could influence cold impact on cardiovascular health. Exploring these influential factors and the population’s susceptibility to cold-induced cardiovascular diseases is an important finding in our review. Here, we analyzed the cold effects in different climate conditions by stratifying the included articles using the Köppen–Geiger climate zones classification (20). As the results showed, the increased mortality caused by low-temperature exposure was more pronounced in a location with a higher mean daily temperature, such as the tropical climate zone (24.23°C; RR 1.023), Mediterranean climate zone (20.19°C; RR 1.024), and subtropical climate zone (19.78°C; RR1.032). In comparison, the cold effects were less pronounced in those with a lower mean daily temperature, such as the oceanic climate zone (10.38°C; RR 1.009), continental climate zone (14.60°C; RR 1.010), and subarctic climate zone (9.23°C; RR 1.009)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"As the results showed, the increased mortality caused by low-temperature exposure was more pronounced in a location with a higher mean daily temperature, such as the tropical climate zone (24.23°C; RR 1.023), Mediterranean climate zone (20.19°C; RR 1.024), and subtropical climate zone (19.78°C; RR1.032). In comparison, the cold effects were less pronounced in those with a lower mean daily temperature, such as the oceanic climate zone (10.38°C; RR 1.009), continental climate zone (14.60°C; RR 1.010), and subarctic climate zone (9.23°C; RR 1.009). Similar results have been found in clinical research worldwide (7, 29, 30). For example, Ebi and Mills reported that cold-related mortality increased significantly in regions with higher winter temperatures in the United Kingdom (29). Furthermore, Guo et al. found that the cold effects in southern China were more pronounced than in northern cities (7)."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10083291/,"For example, Ebi and Mills reported that cold-related mortality increased significantly in regions with higher winter temperatures in the United Kingdom (29). Furthermore, Guo et al. found that the cold effects in southern China were more pronounced than in northern cities (7). Locations with higher mean temperatures tend to have higher optimal temperatures and to be intolerant to a fall in temperature, probably through physical adaptation (1). More importantly, social adaptation may play an even more critical role, as it is a known fact that the susceptible population, such as the elderly and patients with cardiovascular disease, should wear protective clothing and remain active in cold weather outdoors (29). However, The Eurowinter Group reported that in relatively warm countries, such a population often does not follow such practices because they do not feel the need (30)."
